ID,iNSC_1,iNSC_2,iNSC_3,HNF_1,HNF_2,HNF_3,WT-NSC_1,WT-NSC_2,WT-NSC_3
ANXA4,370.403,369.194,327.874,991.293,878.026,972.53,174.282,109.283,164.167
ANXA5,5192.95,6163.24,4917.03,10186.6,9289.54,11514,2400.6,2151.8,2019.05
ANXA6,3143.73,3205.27,2856.72,6841.56,4178.73,4505.75,1993.7,1996.34,1754.78
ANXA7,858.71,924.751,848.36,942.957,1145.88,1462.54,695.021,701.876,637.648
ANXA9,15.6508,14.1318,3.24628,6.554,26.4249,1.66387,44.2733,33.8624,36.0366
AOC2,8.34712,4.41619,4.32837,4.09625,1,5.82354,22.488,24.6272,39.0397
AOX1,2.08678,3.53295,3.24628,64.7208,124.918,693.833,4.2165,1,6.00611
AP1AR,104.339,142.201,93.0599,52.432,100.895,382.689,122.279,123.136,152.155
AP1B1,731.416,510.512,1007.43,706.194,240.226,547.412,731.564,1283.69,986.002
AP1G1,1330.32,1761.18,1341.79,602.968,820.372,1387.67,1238.25,1157.48,1153.17
AP1G2,182.593,83.0244,136.344,207.27,56.4531,135.605,75.8971,70.8033,86.0875
AP1M1,363.1,306.484,481.531,535.79,235.421,376.034,370.35,583.357,409.416
AP1S1,321.364,302.951,318.135,1274.75,540.508,611.471,427.975,430.976,413.42
AP1S2,883.751,1070.49,854.853,238.402,327.908,264.555,1878.45,1326.79,1529.56
AP1S3,35.4753,44.1619,37.8732,13.9273,42.0395,7.4874,53.4091,41.5584,38.0387
AP2A1,671.943,393.041,939.256,1026.52,393.971,712.135,699.94,1132.85,909.925
AP2A2,365.186,300.301,458.807,825.804,461.234,444.253,464.518,740.356,665.677
AP2B1,2719.07,3298.01,2578.63,2205.42,1990.27,2878.49,2822.95,2767.48,2458.5
AP2M1,5320.24,4591.07,5237.33,8721.74,4226.78,4695.43,4879.9,5313.32,4907.99
